28.35602648039059,77.43889826630051
28.356005210689315,77.43912547889305
28.35598394061144,77.43935269139452
28.35597075078055,77.43938199926494
28.355959243009124,77.4394262274171
28.356026120099386,77.4394306278634
28.356019181598896,77.4393851859721
28.356009056782778,77.43935434401047
28.35603030293635,77.43912751365647
28.356051548714593,77.4389006832117
28.356042154933466,77.43886954402535
28.356036290636386,77.43882390713239
28.356103039911485,77.43883034262026
28.35609049326892,77.43887420445462
28.356076617026414,77.43890310012219
28.35605539518336,77.43912954842087
28.356034172966236,77.439355996629
28.356020983139235,77.43938530450586
28.356009475371664,77.43942953267619
28.356076352458548,77.4394339331319
28.356069413969507,77.43938849122078
28.35605928916187,77.43935764925017
28.35608048743034,77.43913158318622
28.356101685326006,77.43890551703198
28.35609229153907,77.43887437782404
28.356086427234253,77.43882874090686
28.356153176512397,77.43883517639762
28.35614062986228,77.438879038254
28.35612675361332,77.43890793394108
28.356105579677287,77.43913361795254
28.356084405369696,77.43935930187396
28.356071421695336,77.43938842759788
28.356060163393092,77.43943261256929
28.356126947743032,77.43943698740092
28.35612023218921,77.4393916250262
28.356110279829636,77.43936099682466
28.35613112033366,77.4391356822186
28.35615196046735,77.43891036752409
28.35614256672435,77.43887922833538
28.35613670247947,77.43883359140868
28.356203451738278,77.43884002693524
28.356190905114065,77.43888388879903
28.356177028890414,77.43891278446041
28.356156212580544,77.43913771698686
28.3561353959016,77.43936264942509
28.356122206056185,77.43939195736372
28.35611069827002,77.4394361855886
28.356177575372357,77.43944058601654
